Name,Type,Price per night,Host,Rating,Reviews,City
Cómoda Habitación cerca del centro de Berna,"Habitación privada en: apartamento con servicios en Bern, Suiza",78,Anfitrión: Yosk,"5,0",,bern
"""B&B alba"" en loft atmosférico y silencioso","Alojamiento entero: loft en Ostermundigen, Suiza",98,Anfitrión: Gema,"4,99",199,bern
Logotipo céntrico y moderno de 1 habitación,"Alojamiento entero: piso en Bern, Suiza",124,Anfitrión: Flo,"4,93",121,bern
Apartamento entero en Europaplatz,"Alojamiento entero: piso en Bern, Suiza",98,Anfitrión: Irene,"4,95",84,bern
Apartamento de negocios moderno - Insel,"Alojamiento entero: piso en Bern, Suiza",100,Anfitrión: Jürg Martin,"4,92",87,bern
Habitación en el centro de Berna,"Habitación en Bern, Suiza",88,Quédate con Victor,"4,93",15,bern
¡Pequeño pero bonito! ¡Bonito y completo!,"Habitación privada en: casa de invitados en Bern, Suiza",60,Anfitrión: Martha,"4,82",218,bern
Vista al Emmental: habitación con baño,"Alojamiento entero: apto. residencial en Burgdorf, Suiza",49,Anfitrión: Eva-Maria,"4,89",36,bern
Activo,"Alojamiento entero: piso en Bern, Suiza",133,Anfitrión: Anette,"5,0",,bern
"Apartamento azul, casco antiguo, a 3 minutos de la estación de tren de Berna.","Habitación en apartahotel en Bern, Suiza",127,Anfitrión: Kai,"4,81",203,bern
"Habitación tranquila, super céntrica, a 5 minutos de la estación de tren","Habitación en Bern, Suiza",70,Quédate con Kai,"4,86",212,bern
"Apartamento vintage, casco antiguo, a 3 minutos a pie de la estación de Berna","Alojamiento entero: piso en Bern, Suiza",111,Anfitrión: Kai,"4,76",592,bern
LentulusSkyAppartement,"Alojamiento entero: piso en Bern, Suiza",133,Anfitrión: Matteo,"5,0",5,bern
Modern City/ Business Studio,"Alojamiento entero: piso en Bern, Suiza",100,Anfitrión: Jürg Martin,"4,81",120,bern
Encantadora habitación individual tranquila,"Habitación en Bern, Suiza",55,Quédate con Esther,,,bern
Cama en un barrio agradable y tranquilo.,"Habitación en Ittigen, Suiza",62,Anfitrión: Marcela,"4,97",60,bern
Encantador apartamento en la ciudad de Berna,"Alojamiento entero: piso en Bern, Suiza",83,Anfitrión: Daniel,"4,64",14,bern
Habitaciones con baño y acceso privado,"Habitación en Bern, Suiza",80,Anfitrión: Rolf,"4,81",477,bern
Apartamento espacioso y silencioso en el centro de la ciudad de Berna,"Alojamiento entero: piso en Bern, Suiza",109,Anfitrión: Jessica,,,bern
Nuevo apartamento renovado cerca del centro de Berna,"Alojamiento entero: piso en Bern, Suiza",83,Anfitrión: Huber,"4,70",466,bern
Apartamento estudio de diseño en Berna - Breitenrain,"Alojamiento entero: piso en Bern, Suiza",130,Anfitrión: Anita,"4,93",337,bern
"Amplia habitación soleada, casco antiguo, a 3 minutos de la estación de Berna","Habitación en Bern, Suiza",73,Anfitrión: Kai,"4,72",866,bern
Apartamento espacioso y silencioso en el centro de la ciudad de Berna,"Alojamiento entero: piso en Bern, Suiza",109,Anfitrión: Jessica,,,bern
Nuevo apartamento renovado cerca del centro de Berna,"Alojamiento entero: piso en Bern, Suiza",83,Anfitrión: Huber,"4,70",466,bern
Acogedor dormitorio privado a 4 minutos del centro de la ciudad,"Habitación en Bern, Suiza",52,Quédate con Setayesh,"4,72",25,bern
Artista en The Green Park,"Alojamiento entero: apto. residencial en Bern, Suiza",102,Anfitrión: Cristhian,"4,68",95,bern
"Attic-Apt & Roof Terrace, OldTown, a 3 minutos de la estación","Alojamiento entero: piso en Bern, Suiza",140,Anfitrión: Kai,"4,75",750,bern
Diseño de ensueño,"Alojamiento entero: loft en Bern, Suiza",117,Anfitrión: Thomas,"4,81",16,bern
Habitación preciosa cerca de la ciudad de Berna,"Habitación en Bern, Suiza",52,Quédate con Romeo,"4,57",7,bern
Apartamento en Little Park,"Alojamiento entero: apto. residencial en Bern, Suiza",103,Anfitrión: Cristhian,"4,73",169,bern
Fantástico ático en Berna,"Alojamiento entero: piso en Bern, Suiza",129,Anfitrión: Huber,"4,82",95,bern
Apartamento de 1 habitación cerca del centro,"Alojamiento entero: piso en Bern, Suiza",107,Anfitrión: Diego,,,bern
Cama en dormitorio en el Hostal 77 Berna,"Habitación en hostal en Bern, Suiza",46,Anfitrión: Hostel 77,"4,83",221,bern
Estudio soleado y relajante,"Alojamiento entero: piso en Bern, Suiza",98,Anfitrión: Jazmine,"4,90",10,bern
Apartamento céntrico en Stadt Bern,"Alojamiento entero: piso en Bern, Suiza",141,Anfitrión: Edon,"4,86",14,bern
habitación cerca del centro,"Habitación en Zollikofen, Suiza",61,Quédate con Liliana,"4,94",,bern
"la mejor ubicación, moderno apartamento urbano","Alojamiento entero: piso en Bern, Suiza",124,Anfitrión: Corinne & Chris,,,bern
Habitación tranquila con balcón cerca de la estación principal.,"Habitación en Bern, Suiza",62,Quédate con Christoph,"4,79",304,bern
"la mejor ubicación, moderno apartamento urbano","Alojamiento entero: piso en Bern, Suiza",124,Anfitrión: Corinne & Chris,,,bern
Estudio de 1 habitación con cocina,"Habitación privada en: piso en Worb, Suiza",78,Anfitrión: Regula,"4,96",72,bern
Artista en The Green Park,"Alojamiento entero: apto. residencial en Bern, Suiza",102,Anfitrión: Cristhian,"4,68",95,bern
"Luminoso, moderno, con asientos en el jardín,","Alojamiento entero: piso en Bern, Suiza",290,Anfitrión: Michael,"4,98",52,bern
"2.5 habitaciones, ubicación superior, tranquilo, ideal para los usuarios de Apple","Alojamiento entero: piso en Bern, Suiza",77,Anfitrión: Marcel,"5,0",21,bern
Apartamento nuevo totalmente equipado cerca del centro de Berna,"Alojamiento entero: piso en Bern, Suiza",99,Anfitrión: Edon,"4,81",208,bern
Encantador estudio central en Berna,"Alojamiento entero: piso en Bern, Suiza",93,Anfitrión: Glenn,"5,0",13,bern
Cama en un barrio agradable y tranquilo.,"Habitación en Ittigen, Suiza",62,Anfitrión: Marcela,"4,97",60,bern
"Estilo vintage verde, cerca de la ciudad","Alojamiento entero: vivienda en Kehrsatz, Suiza",54,Anfitrión: Renate,"4,96",70,bern
Apartamento en Little Park,"Alojamiento entero: apto. residencial en Bern, Suiza",103,Anfitrión: Cristhian,"4,73",169,bern
Como si estuvieras en casa,"Habitación en Ostermundigen, Suiza",42,Quédate con Aline Karina,,,bern
Bonito apartamento en ático loft con terraza y bañera de hidromasaje,"Alojamiento entero: piso en Bern, Suiza",194,Anfitrión: Dominic,"4,75",145,bern
¡Pequeño pero bonito! ¡Bonito y completo!,"Habitación privada en: casa de invitados en Bern, Suiza",60,Anfitrión: Martha,"4,82",218,bern
Habitación en el centro de Berna,"Habitación en Bern, Suiza",88,Quédate con Victor,"4,93",15,bern
Apartamento en barrio tranquilo y verde,"Alojamiento entero: piso en Bern, Suiza",94,Anfitrión: Greg,"4,91",65,bern
"Apartamento de 2,5 habitaciones con patio en Liebewil","Alojamiento entero: vivienda en Köniz, Suiza",95,Anfitrión: Jacqueline,"4,90",41,bern
Apartamento nuevo a estrenar sobre los techos de Berna,"Alojamiento entero: piso en Bern, Suiza",139,Anfitrión: Miaca,"4,94",63,bern
"Estancia NONO, ubicación privilegiada","Habitación en Bern, Suiza",103,Quédate con Michael,"4,94",17,bern
Elegante apartamento en el casco antiguo an der Kramgasse,"Alojamiento entero: piso en Bern, Suiza",124,Anfitrión: Thomas,"5,0",4,bern
Apartamento dúplex en el borde del bosque,"Alojamiento entero: piso en Radelfingen, Suiza",101,Anfitrión: Susanne,"4,97",231,bern
"Tranquilo Ático-Apto., Super céntrico","Alojamiento entero: piso en Bern, Suiza",188,Anfitrión: Kai,"4,91",74,bern
Apartamento urbano en el corazón de Berna incl. piscina,"Alojamiento entero: vivienda vacacional en Bern, Suiza",379,Anfitrión: Stephan,"4,98",52,bern
Acogedor apartamento estudio con patio (terraza),"Alojamiento entero: piso en Bern, Suiza",98,Anfitrión: Keyced,"4,95",22,bern
Apartamento entero de 2 habitaciones (planta baja) en Berna- Bümpliz,"Alojamiento entero: piso en Bern, Suiza",145,Anfitrión: Gabriela,"4,95",21,bern
"Apartamento rojo, casco antiguo, a 3 minutos de la estación de tren","Habitación en apartahotel en Bern, Suiza",166,Anfitrión: Kai,"4,88",174,bern
"Orange Apt., casco antiguo, a 3 minutos de la estación de tren de Berna.","Habitación en apartahotel en Bern, Suiza",250,Anfitrión: Kai,"4,82",233,bern
Apartamento en el centro de la ciudad,"Alojamiento entero: piso en Bern, Suiza",194,Anfitrión: Mariia,"5,0",3,bern
Apartamento en ático de 2 habitaciones Wohlensee,"Alojamiento entero: piso en Wohlen bei Bern, Suiza",56,Anfitrión: Claude,"4,88",,bern
Como si estuvieras en casa,"Habitación en Ostermundigen, Suiza",42,Quédate con Aline Karina,,,bern
"Comfort Apt., casco antiguo, a 3 minutos de la estación de Berna.","Alojamiento entero: piso en Bern, Suiza",162,Anfitrión: Kai,"4,80",733,bern
El encantador apartamento de Grandy junto al río Aare,"Alojamiento entero: piso en Ittigen, Suiza",114,Anfitrión: Chenevals,"4,80",10,bern
"Acogedor salón 1,5: Comodidad y Silencio","Alojamiento entero: piso en Bern, Suiza",103,Anfitrión: Pasquale,"4,80",15,bern
Apt Estudio completo Centro Berna,"Alojamiento entero: piso en Bern, Suiza",127,Anfitrión: Swiss Migration,"4,67",,bern
Diseña en el antiguo edificio Breitenrain para que te sientas bien,"Alojamiento entero: piso en Bern, Suiza",169,Anfitrión: Gudrun,"4,94",,bern
"Estudio de la ciudad, casco antiguo, a 3 minutos de la estación de Berna","Alojamiento entero: piso en Bern, Suiza",124,Anfitrión: Kai,"4,70",821,bern
Tranquilo y elegante apartamento con jardín a 10 minutos del centro,"Alojamiento entero: piso en Muri bei Bern, Suiza",66,Anfitrión: Julia,"4,75",413,bern
encantador apartamento de 1 habitación en el corazón de Berna,"Alojamiento entero: piso en Bern, Suiza",121,Anfitrión: Andreas,"4,72",53,bern
Apartamento nuevo totalmente equipado cerca del centro de Berna,"Alojamiento entero: piso en Bern, Suiza",99,Anfitrión: Edon,"4,81",208,bern
City Center Studio,"Alojamiento entero: piso en Bern, Suiza",88,Anfitrión: Maneli,"5,0",,bern
Apt Estudio completo Centro Berna,"Alojamiento entero: piso en Bern, Suiza",127,Anfitrión: Swiss Migration,"4,67",,bern
"Maisonette para 6 personas, ubicación súper céntrica","Alojamiento entero: piso en Bern, Suiza",259,Anfitrión: Elriz,"4,58",40,bern
Top Central Apart en Berna,"Alojamiento entero: piso en Bern, Suiza",129,Anfitrión: Swiss Migration,"4,71",,bern
Piso dulce en el corazón de Berna,"Alojamiento entero: piso en Bern, Suiza",161,Anfitrión: Shivani,"4,82",17,bern
Precioso apartamento en la azotea,"Alojamiento entero: loft en Bern, Suiza",118,Anfitrión: Marianne,"4,60",5,bern
"Apartamento de 2,5 habitaciones con balcón y vistas","Alojamiento entero: piso en Bern, Suiza",78,Anfitrión: Jeannette,"4,82",11,bern
Encantador apartamento en el barrio de moda de Länggasse,"Alojamiento entero: piso en Bern, Suiza",168,Anfitrión: Olivier,"5,0",4,bern
Apartamento de 1 dormitorio con chimenea y terraza privada,"Alojamiento entero: piso en Oberdiessbach, Suiza",81,Anfitrión: Danja-Maria,"5,0",,bern
Idílico apartamento de 2 habitaciones en el campo,"Alojamiento entero: apto. residencial en Ulmiz, Suiza",88,Anfitrión: Miriam,"5,0",34,bern
Loft con estilo en uno de los mejores barrios de Berna,"Alojamiento entero: loft en Bern, Suiza",206,Anfitrión: Patricia,"5,0",56,bern
NEB-Thun apartment near Interlaken and Thun,"Alojamiento entero: piso en Oberhofen am Thunersee, Suiza",74,Anfitrión: Neb-Thun,,,bern
Apartamento de 2 habitaciones en la ciudad más bonita de Suiza,"Alojamiento entero: piso en Bern, Suiza",176,Anfitrión: Tobias,,,bern
Sweet Retreat con Dreamy Lakeviews,"Alojamiento entero: piso en Sigriswil, Suiza",168,Anfitrión: Sara And Rob,"5,0",31,bern
Mountain Lodge *Nature *Queen Beds *Estacionamiento gratis,"Alojamiento entero: piso en Oberwil im Simmental, Suiza",129,Anfitrión: Oliver,"5,0",21,bern
Estudio con vistas al lago y a la montaña,"Alojamiento entero: piso en Beatenberg, Suiza",169,Anfitrión: Karin Joyce,"5,0",,bern
Estudio con vistas al lago y a la montaña,"Alojamiento entero: piso en Beatenberg, Suiza",169,Anfitrión: Karin Joyce,"5,0",,bern
Schönes Studio en Steffisburg,"Alojamiento entero: piso en Steffisburg, Suiza",78,Anfitrión: Verena,"4,99",92,bern
Hermoso departamento con vista a la montaña y jacuzzi,"Alojamiento entero: piso en Konolfingen, Suiza",108,Anfitrión: Ursula,"4,99",,bern
Bonito estudio con aparcamiento,"Alojamiento entero: apto. residencial en Worben, Suiza",98,Anfitrión: Herbert Und Lydia,"4,98",54,bern
Cómodo apartamento en el ático en una granja,"Alojamiento entero: apto. residencial en Jens, Suiza",103,Anfitrión: Rosita,"5,0",,bern
Granja,"Habitación en Worb, Suiza",52,Quédate con Corinna,"4,82",11,bern
Loft en el borde verde de Berna cerca del río Aare,"Alojamiento entero: loft en Worblaufen, Suiza",85,Anfitrión: Jürg,"4,87",30,bern
"Precioso y acogedor apartamento de 2 habitaciones, céntricoy tranquilo","Alojamiento entero: piso en Steffisburg, Suiza",82,Anfitrión: Dora & Edgar,"4,98",255,bern
Altbau-Bijou im Breitenrain,"Alojamiento entero: piso en Bern, Suiza",168,Anfitrión: Dominik,,,bern
(b) (estudio),"Alojamiento entero: piso en Bienne, Suiza",69,Anfitrión: Peter,"4,99",188,bern
2 habitaciones privadas en una gran casa de los años 20,"Habitación en Ostermundigen, Suiza",116,Anfitrión: Johanna & Mattia,"4,97",163,bern
Apartamento tranquilo con vistas excepcionales,"Alojamiento entero: vivienda vacacional en Leysin, Suiza",181,Anfitrión: Rosie,"4,95",22,bern
Apartamento de lujo de un dormitorio,"Alojamiento entero: apartamento con servicios en Bern, Suiza",185,Anfitrión: Los,,,bern
Mi alojamiento es mi castillo,"Alojamiento entero: vivienda en Rüschegg Heubach, Suiza",71,Anfitrión: Annemarie,"5,0",9,bern
Armotti Friedheim 2 dormitorios y oficina en el hogar,"Alojamiento entero: piso en Bern, Suiza",179,Anfitrión: Bruna,"4,80",35,bern
Encantador estudio en el casco antiguo,"Alojamiento entero: piso en Friburgo, Suiza",145,Anfitrión: Christine,"5,0",34,bern
Arquitectura. Pura. Lujo.,"Alojamiento entero: vivienda en Schötz, Suiza",250,Anfitrión: Andrea,"5,0",,bern
Diseño de apartamentos cerca de la ciudad y la naturaleza,"Alojamiento entero: piso en Marly, Suiza",189,Anfitrión: Simone,"4,94",,bern
Diseña en el antiguo edificio Breitenrain para que te sientas bien,"Alojamiento entero: piso en Bern, Suiza",169,Anfitrión: Gudrun,"4,94",,bern
Casa de campo galardonada de nueva construcción en el lago Thun.,"Alojamiento entero: casa rural en Hilterfingen, Suiza",440,Anfitrión: Negar,"4,98",185,bern
Bonito apartamento cerca del lago,"Alojamiento entero: piso en Thun, Suiza",114,Anfitrión: Beatrice,"5,0",6,bern
"Studio-Apartment ""Lakeland""","Alojamiento entero: piso en Siselen, Suiza",93,Anfitrión: Regina & Alois,"4,99",183,bern
Descansa tranquilo con vistas al lago /a la montaña/aparcamiento gratuito.,"Alojamiento entero: apto. residencial en Beatenberg, Suiza",186,Anfitrión: Heidi,"5,0",52,bern
Hogar para los amantes,"Alojamiento entero: piso en Kehrsatz, Suiza",88,Anfitrión: Samuel,"5,0",66,bern
¡Gran apartamento con todo lo que tu corazón desea!,"Alojamiento entero: apto. residencial en Fraubrunnen, Suiza",92,Anfitrión: Corina,"4,94",117,bern
Acogedora habitación de maisonette cerca del centro de la ciudad,"Habitación en Bern, Suiza",68,Anfitrión: Ninón & Lou,,,bern
"Pequeña casa rural romántica ""Bödeliweidli""","Alojamiento entero: vivienda en Signau, Suiza",122,Anfitrión: Isabelle,"5,0",18,bern
Estudio moderno con vistas espectaculares,"Alojamiento entero: piso en Mund, Suiza",117,Anfitrión: Rafaela,"5,0",17,bern
"1, 5 Habitaciones Bijou Mittagsfluh","Alojamiento entero: piso en Boltigen, Suiza",62,Anfitrión: Debora,"4,98",195,bern
Ático de la parte superior en Berna,"Alojamiento entero: piso en Bern, Suiza",171,Anfitrión: Paolo + Franziska,"4,97",95,bern
Apartamento con vistas bonitas,"Alojamiento entero: piso en Diemtigen, Suiza",54,Anfitrión: Hildegard Und Peter,"4,98",200,bern
Vacaciones en la finca con una vista única.,"Granja en Oberdiessbach, Suiza",155,Anfitrión: Sonya,"4,95",61,bern
"Hermoso, luminoso y tranquilo apartamento cerca de Berna","Alojamiento entero: apto. residencial en Münchenbuchsee, Suiza",101,Anfitrión: Ulrike,"4,93",61,bern
Chalet para amantes de la naturaleza,"Alojamiento entero: vivienda en Rüschegg Heubach, Suiza",92,Anfitrión: Franziska,"4,99",72,bern
Loft P8: Amplio con esa cosa especial,"Alojamiento entero: loft en Bern, Suiza",114,Anfitrión: Franziska,"4,92",86,bern
"En el céntrico, tranquilo, cerca de tren y autobús, cerca de la naturaleza","Alojamiento entero: piso en Reichenbach im Kandertal, Suiza",78,Anfitrión: Doro Und Jakob,"4,98",59,bern
Acogedor apartamento de 1 habitación,"Alojamiento entero: piso en Zweisimmen, Suiza",67,Anfitrión: Renate,"4,98",342,bern
Casa céntrica en Zollikofen,"Alojamiento entero: vivienda en Zollikofen, Suiza",202,Anfitrión: Michael & Selina,"5,0",7,bern
2 habitaciones amuebladas en planta baja,"Alojamiento entero: piso en Müntschemier, Suiza",78,Anfitrión: Rosette,"5,0",9,bern
Estudio con terraza en Charmey,"Alojamiento entero: suite con entrada independiente en Val-de-Charmey, Suiza",101,Anfitrión: Marie-Cécile,"4,98",196,bern
Chalet con vistas excepcionales,"Alojamiento entero: vivienda en Villers-le-Lac, Francia",128,Anfitrión: Frédéric Et Stéphanie,"4,96",53,bern
"Lujoso apartamento con vistas al lago Panorama, aparcamiento, tranquilo","Alojamiento entero: apto. residencial en Oberhofen am Thunersee, Suiza",434,Anfitrión: Eva Maria,"5,0",21,bern
Habitación muy cómoda,"Habitación privada en: vivienda en Gibloux, Suiza",69,Anfitrión: David,"5,0",5,bern
Thun City Apartment,"Alojamiento entero: piso en Thun, Suiza",145,Anfitrión: Stefanie,"4,93",76,bern
Ático bien diseñado,"Alojamiento entero: piso en Köniz, Suiza",78,Anfitrión: Gaby,"4,94",160,bern
"1-2 habitaciones, 4 km de Berna en el área recreativa","Habitación en Herrenschwanden, Suiza",67,Quédate con Peter,"4,98",64,bern
Estudio muy cómodo,"Alojamiento entero: piso en Affoltern im Emmental, Suiza",67,Anfitrión: Frank,"4,88",8,bern
Apartamento,"Alojamiento entero: piso en Reutigen, Suiza",89,Anfitrión: Rachel,"5,0",5,bern
"Chalet en Gruyère, magníficas vistas","Alojamiento entero: chalet en Val-de-Charmey, Suiza",103,Anfitrión: Rosy,"4,98",163,bern
Lugar mágico de Beatenberg y sala morada,"Habitación en Beatenberg, Suiza",228,Quédate con Gerti,"4,88",206,bern
Cama «bir hübelihäx» - Desayuno en Wunsch,"Habitación en Walterswil, Suiza",39,Quédate con Annette,"5,0",9,bern
"Apartamento con luz alpina, piscina climatizada, jardín","Alojamiento entero: piso en Heitenried, Suiza",125,Anfitrión: Martina,"4,98",176,bern
"Pequeño loft lleno de luz en el campo, edificio nuevo","Alojamiento entero: loft en Thurnen, Suiza",103,Anfitrión: Hans Martin,"5,0",,bern
Hübeli Lodge,"Alojamiento entero: piso en Eggiwil, Suiza",83,Anfitrión: Karin,"5,0",52,bern
Estudio muy cómodo,"Alojamiento entero: piso en Affoltern im Emmental, Suiza",67,Anfitrión: Frank,"4,88",8,bern
"Lujoso apartamento con vistas al lago Panorama, aparcamiento, tranquilo","Alojamiento entero: apto. residencial en Oberhofen am Thunersee, Suiza",434,Anfitrión: Eva Maria,"5,0",21,bern
"Apartamento con luz alpina, piscina climatizada, jardín","Alojamiento entero: piso en Heitenried, Suiza",125,Anfitrión: Martina,"4,98",176,bern
"Chalet en Gruyère, magníficas vistas","Alojamiento entero: chalet en Val-de-Charmey, Suiza",103,Anfitrión: Rosy,"4,98",163,bern
La petite Marie Louise,"Alojamiento entero: piso en Reichenbach im Kandertal, Suiza",103,Anfitrión: Montse,"5,0",9,bern
Estudio Lichtena,"Alojamiento entero: piso en Schwarzsee, Suiza",83,Anfitrión: Julia,"4,84",43,bern
2 habitaciones amuebladas en planta baja,"Alojamiento entero: piso en Müntschemier, Suiza",78,Anfitrión: Rosette,"5,0",9,bern
Apartamento del casco antiguo en el corazón de Thun con jardín,"Alojamiento entero: piso en Thun, Suiza",125,Anfitrión: Salome,"5,0",14,bern
Stöckli apto para familias con ollas calientes/alpacas,"Granja en Meikirch, Suiza",134,Anfitrión: Anne,"5,0",33,bern
Apartamento en la habitación con encanto.,"Alojamiento entero: piso en Burgistein, Suiza",78,Anfitrión: Barbara,"4,96",25,bern
"1-2 habitaciones, 4 km de Berna en el área recreativa","Habitación en Herrenschwanden, Suiza",67,Quédate con Peter,"4,98",64,bern
chalet wohnspycher blockhaus (sin aire acondicionado),"Alojamiento entero: cabaña en Wald, Suiza",172,Anfitrión: Erich Christian,"4,82",17,bern
Hübeli Lodge,"Alojamiento entero: piso en Eggiwil, Suiza",83,Anfitrión: Karin,"5,0",52,bern
Idílica casa de madera en el borde del bosque,"Alojamiento entero: vivienda en Leubringen, Suiza",153,Anfitrión: Andrea,"5,0",11,bern
Apartamento,"Alojamiento entero: piso en Reutigen, Suiza",89,Anfitrión: Rachel,"5,0",5,bern
"Chalet ""ZUM SCHNÜFU"" en el Salwald","Alojamiento entero: chalet en Mund, Suiza",276,Anfitrión: David,"5,0",25,bern
"Pequeño loft lleno de luz en el campo, edificio nuevo","Alojamiento entero: loft en Thurnen, Suiza",103,Anfitrión: Hans Martin,"5,0",,bern
Apartamento chalet soleado en parque natural,"Alojamiento entero: piso en Diemtigen, Suiza",111,Anfitrión: Angela,"5,0",,bern
N.º 1 apartamento acogedor y céntrico,"Alojamiento entero: piso en Bern, Suiza",74,Anfitrión: Bess,"4,80",,bern
Edificio antiguo departamento an der Aare,"Alojamiento entero: piso en Bern, Suiza",78,Anfitrión: Amandus,,,bern
"Acogedora, encantadora y céntrica 3,5 habitaciones en Biel","Alojamiento entero: piso en Biel, Suiza",71,Anfitrión: David,"4,88",,bern
"Casa-Margarita: apartamento de 2,5 habitaciones, buena vista.","Alojamiento entero: apto. residencial en Sigriswil, Suiza",202,Anfitrión: Torsten,"4,98",,bern
2 habitaciones amuebladas en planta baja,"Alojamiento entero: piso en Müntschemier, Suiza",78,Anfitrión: Rosette,"5,0",9,bern
Tiny de l'Aigle (La Tiny de l' Aigle),"Minicasa en Villeret, Suiza",157,Anfitrión: Nicole Françoise,"5,0",60,bern
Habitación tranquila en el centro de Berna,"Habitación en Bern, Suiza",61,Anfitrión: Claudio,"4,97",30,bern
Apartamento estudio con estacionamiento y jardín privado,"Alojamiento entero: apartamento con servicios en Köniz, Suiza",109,Anfitrión: Eileen & John,"4,85",34,bern
"Pequeño loft lleno de luz en el campo, edificio nuevo","Alojamiento entero: loft en Thurnen, Suiza",103,Anfitrión: Hans Martin,"5,0",,bern
"1-2 habitaciones, 4 km de Berna en el área recreativa","Habitación en Herrenschwanden, Suiza",67,Quédate con Peter,"4,98",64,bern
Casa céntrica en Zollikofen,"Alojamiento entero: vivienda en Zollikofen, Suiza",202,Anfitrión: Michael & Selina,"5,0",7,bern
En mitad de Berna,"Alojamiento entero: piso en Bern, Suiza",124,Anfitrión: Kristina,,,bern
Chalet con vistas a la montaña,"Alojamiento entero: piso en Diemtigen, Suiza",78,Anfitrión: Nicolai,"4,98",350,bern
Apartamento,"Alojamiento entero: piso en Reutigen, Suiza",89,Anfitrión: Rachel,"5,0",5,bern
Lakeview Gem,"Alojamiento entero: loft en Krattigen, Suiza",433,Anfitrión: Rafael,"4,91",390,bern
Maravilloso lugar para relajarse cerca de la ciudad,"Alojamiento entero: piso en Ostermundigen, Suiza",83,Anfitrión: Daniel,"4,83",12,bern
Armotti: ultra comodidad con la mejor velocidad de internet,"Alojamiento entero: apartamento con servicios en Bern, Suiza",233,Anfitrión: Bruna,"4,96",53,bern
"""caroleandclaus""Precioso apartamento en Berna-Wabern","Alojamiento entero: piso en Köniz, Suiza",155,Anfitrión: Caroline,"5,0",19,bern
Apartamento. Acogedor con vistas al parque Chasseral,"Alojamiento entero: piso en Saint-Imier, Suiza",83,Anfitrión: Lourdes,"4,99",108,bern
Tiny de l'Aigle (La Tiny de l' Aigle),"Minicasa en Villeret, Suiza",157,Anfitrión: Nicole Françoise,"5,0",60,bern
"Hay lugares, en nuestra tierra, que tienen alma","Granero en Lessoc, Suiza",155,Anfitrión: Sophie,"4,98",179,bern
Oasis de bienestar entre la capital y la naturaleza,"Habitación en Worb, Suiza",74,Anfitrión: Samuel,"4,85",39,bern
Lakeview Gem,"Alojamiento entero: loft en Krattigen, Suiza",433,Anfitrión: Rafael,"4,91",390,bern
Habitación tranquila en el centro de Berna,"Habitación en Bern, Suiza",61,Anfitrión: Claudio,"4,97",30,bern
Chalet con vistas a la montaña,"Alojamiento entero: piso en Diemtigen, Suiza",78,Anfitrión: Nicolai,"4,98",350,bern
Un paraíso familiar.,"Alojamiento entero: piso en Toffen, Suiza",80,Anfitrión: Christian,"4,95",199,bern
"Pequeño loft lleno de luz en el campo, edificio nuevo","Alojamiento entero: loft en Thurnen, Suiza",103,Anfitrión: Hans Martin,"5,0",,bern
Villars-sur-Glâne - estudio independiente,"Alojamiento entero: piso en Villars-sur-Glâne, Suiza",62,Anfitrión: Christine,"4,99",92,bern
